id,type,room,room_name,object,dutch,en
room:51,room-text,51,Nauwe nis,,"Je staat nu vlakbij een zeer nauwe nis, met in de muur een klein gat,
waar precies een vinger in zou passen. Boven het gat hangt een bordje met
daarop 'TORENKAMER'.","You are now standing near a very narrow niche, with a small hole in the wall,
into which a finger would fit exactly. Above the hole hangs a sign reading
'TOWER ROOM'."
room:52,room-text,52,Ventilatieruimte,,"Je bent hier in een soort ventilatieruimte. Door een, met een rooster
afgesloten, gat heb je overzicht over de eetkamer. Een hoge, draaiende
ventilator aan de andere zijde van de ruimte zorgt hier voor een warme,
onaangename luchtstroom. Een gat boven je is de enige uitgang
hier.","You are here in a kind of ventilation space. Through a hole closed off
with a grating you have a view over the dining room. A tall, spinning
fan on the other side of the space provides a warm,
unpleasant airflow here. A hole above you is the only exit
here."
room:54,room-text,54,Harnas,,"Je zit nu in het harnas. Door het vizier kun je zien wat er
gebeurt.","You are now inside the armour. Through the visor you can see what is
happening."
obj:0,object,1,Slaapkamer,,kleine brandende lantaren,small burning lantern
obj:1,object,3,Zolder (huis),,stuk dik touw,piece of thick rope
obj:2,object,18,Boomhut,,houten wig,wooden wedge
obj:3,object,12,Herberg,,streng knoflook,string of garlic
obj:4,object,-,,,dik gehavend boek,thick battered book
obj:5,object,18,Boomhut,,zwaar kapmes,heavy machete
obj:6,object,36,Binnenplaats/kerkhof,,lange ladder,long ladder
obj:7,object,-,,,stuk hout,piece of wood
obj:8,object,-,,,gesneden tak,carved branch
obj:9,object,-,,,houten kruis,wooden cross
obj:10,object,4,Kelder,,vlijmscherpe bijl,razor-sharp axe
obj:11,object,-,,,Overbodig voorwerp,Superfluous object
obj:12,object,-,,,"stuk dik touw, vastgebonden aan het balkon","piece of thick rope, tied to the balcony"
obj:13,object,35,Schatkamer,,"schatkist, vol met gouden munten","treasure chest, full of gold coins"
obj:14,object,2,Hal,,sneetje brood,slice of bread
obj:15,object,2,Hal,,gouden duivelaarsmunt,gold devil's coin
obj:16,object,2,Hal,,fles melk (zonder statiegeld),bottle of milk (no deposit)
obj:17,object,-,,,lege fles,empty bottle
obj:18,object,-,,,fles water,bottle of water
obj:19,object,24,Kasteelslaapkamer 2,,gouden halsband,golden necklace
obj:20,object,1,Slaapkamer,,zwaar eikenhouten bed,heavy oak bed
obj:21,object,29,Kasteeltoren,,zware gesloten kist,heavy closed chest
obj:22,object,-,,,zware geopende kist met een gesloten luik onderin,heavy opened chest with a closed hatch at the bottom
obj:23,object,-,,,zware geopende kist met een geopend luik onderin,heavy opened chest with an open hatch at the bottom
obj:24,object,14,Zolder (herberg),,zware kist met een dikke laag stof op de bodem,heavy chest with a thick layer of dust on the bottom
obj:25,object,-,,,zware kist met een boek onderin,heavy chest with a book at the bottom
obj:26,object,-,,,zware lege kist,heavy empty chest
obj:27,object,-,,,scherven,shards
obj:28,object,-,,,botte bijl,blunt axe
obj:29,object,6,Achter het huis,,schep,shovel
obj:30,object,16,Heuvel,,ondiepe waterbron,shallow well
obj:31,object,4,Kelder,,kleine houten doos,small wooden box
obj:32,object,-,,,houten hamer,wooden hammer
obj:33,object,-,,,"fles gevuld met blauw,giftig water","bottle filled with blue, poisonous water"
obj:34,object,34,Kruiskamer,,gevaarlijke kruisspin,dangerous cross-spider
obj:35,object,0,Eigen huis,,klein briefje,small note
obj:36,object,21,Kasteelhal,,groot ijzeren harnas,large iron suit of armour
obj:37,object,37,Graftombe,,zware doodskist met in gothische letters de tekst 'D R A C U L A',heavy coffin with the text 'D R A C U L A' in gothic letters
obj:38,object,-,,,zware geopende doodskist met op de zijkant de tekst 'DRACULA',heavy opened coffin with the text 'DRACULA' on the side
obj:39,object,-,,,De vreemd gevormde deur is nu open,The strangely shaped door is now open
obj:40,object,-,,,dode kruisspin,dead cross-spider
objnoun:0,obj-noun,1,Slaapkamer,kleine brandende lantaren,"lantaren, brandende, lamp","lantern, burning, lamp"
objnoun:1,obj-noun,3,Zolder (huis),stuk dik touw,touw,rope
objnoun:2,obj-noun,18,Boomhut,houten wig,wig,wedge
objnoun:3,obj-noun,12,Herberg,streng knoflook,"knoflook, streng","garlic, string"
objnoun:4,obj-noun,-,,dik gehavend boek,boek,book
objnoun:5,obj-noun,18,Boomhut,zwaar kapmes,"kapmes, mes","machete, knife"
objnoun:6,obj-noun,36,Binnenplaats/kerkhof,lange ladder,ladder,ladder
objnoun:7,obj-noun,-,,stuk hout,hout,wood
objnoun:8,obj-noun,-,,gesneden tak,tak,branch
objnoun:9,obj-noun,-,,houten kruis,kruis,cross
objnoun:10,obj-noun,4,Kelder,vlijmscherpe bijl,bijl,axe
objnoun:13,obj-noun,35,Schatkamer,"schatkist, vol met gouden munten","schatkist, kist","treasure, chest"
objnoun:14,obj-noun,2,Hal,sneetje brood,"brood, sneetje","bread, slice"
objnoun:15,obj-noun,2,Hal,gouden duivelaarsmunt,"munt, duivelaarsmunt","coin, devilcoin"
objnoun:16,obj-noun,2,Hal,fles melk (zonder statiegeld),"fles, melk","bottle, milk"
objnoun:17,obj-noun,-,,lege fles,fles,bottle
objnoun:18,obj-noun,-,,fles water,"fles, water","bottle, water"
objnoun:19,obj-noun,24,Kasteelslaapkamer 2,gouden halsband,halsband,necklace
objnoun:28,obj-noun,-,,botte bijl,bijl,axe
objnoun:29,obj-noun,6,Achter het huis,schep,schep,shovel
objnoun:31,obj-noun,4,Kelder,kleine houten doos,doos,box
objnoun:32,obj-noun,-,,houten hamer,hamer,hammer
objnoun:33,obj-noun,-,,"fles gevuld met blauw,giftig water",fles,bottle
objnoun:35,obj-noun,0,Eigen huis,klein briefje,briefje,note
objnoun:36,obj-noun,21,Kasteelhal,groot ijzeren harnas,"harnas, ijzeren, groot","armour, iron, large"
objnoun:38,obj-noun,-,,zware geopende doodskist met op de zijkant de tekst 'DRACULA',"kist, doodskist","chest, coffin"
objnoun:40,obj-noun,-,,dode kruisspin,"spin, kruisspin",spider
ui:OK_TAKE,ui,any,engine-tekst,,Ok,Ok
ui:TAKEN,ui,any,engine-tekst,, : gepakt., : taken.
ui:DROPPED,ui,any,engine-tekst,, : laten vallen., : dropped.
ui:INV_HEADER,ui,any,engine-tekst,,Je draagt:,You are carrying:
ui:INV_EMPTY,ui,any,engine-tekst,,Je hebt niets bij je.,You aren't carrying anything.
ui:NO_SEE_A,ui,any,engine-tekst,,Ik zie geen ,I don't see a 
ui:NO_SEE_B,ui,any,engine-tekst,, hier., here.
ui:OBJ_HERE_SINGULAR,ui,any,engine-tekst,,Er is een {name} hier.,There is a {name} here.
ui:OBJ_HERE_PLURAL,ui,any,engine-tekst,,Er zijn {name} hier.,There are {name} here.
ui:SCREAM_ECHO,ui,any,engine-tekst,,..{noun}....,..{noun}....
ui:BUG_PLAYER_PREFIX,ui,any,engine-tekst,, Speler: , Player: 
ui:REVEAL_SECRET,ui,any,engine-tekst,,"De stof waait door elkaar en lijkt op een bepaald moment
letters te vormen. Vaag kun je de tekst {word} lezen.
Dan verwaait het stof totaal en blijft er geen spoor van deze
toch eens zeer indrukwekkende dracula over.","The dust swirls about and at a certain moment seems to
form letters. Faintly you can read the text {word}.
Then the dust disperses entirely and no trace remains of this
once so very impressive dracula."
ui:ASSUME_A,ui,any,engine-tekst,,Ik neem aan dat je ',I assume you mean '
ui:ASSUME_B,ui,any,engine-tekst,,' bedoelt.,'.
ui:PRESS_KEY,ui,any,engine-tekst,,--- Druk een toets ---,--- Press a key ---
ui:LOAD_ERROR,ui,any,engine-tekst,,Laadfout.,Load error.
ui:OK,ui,any,engine-tekst,,Ok.,Ok.
ui:TESTER_HELLO,ui,any,engine-tekst,,Hallo beste tester.,Hello dear tester.
ui:TESTER_INSTR,ui,any,engine-tekst,,"Typ nu jouw opmerking in, als je klaar bent typ dan
een punt en dan return","Now type in your comment, when you're done type
a period and then return"
ui:TESTER_PROMPT,ui,any,engine-tekst,,commentaar --> ,comment --> 
ui:WEB_DISABLED,ui,any,engine-tekst,,Dat kan niet in de webversie.,That is not available in the web version.
ui:GAME_OVER,ui,any,engine-tekst,,[ het spel is afgelopen ],[ the game is over ]
ui:BTN_YES,ui,any,engine-tekst,,Ja,Yes
ui:BTN_NO,ui,any,engine-tekst,,Nee,No
ui:BTN_CONTINUE,ui,any,engine-tekst,,▶ Verder,▶ Continue
ui:MENU_CUT,ui,any,engine-tekst,,Knippen,Cut
ui:MENU_COPY,ui,any,engine-tekst,,Kopiëren,Copy
ui:MENU_PASTE,ui,any,engine-tekst,,Plakken,Paste
ui:MENU_SELECT_ALL,ui,any,engine-tekst,,Alles selecteren,Select all
ui:MENU_SAVE_GAME,ui,any,engine-tekst,,Bewaar spel,Save game
ui:MENU_LOAD_GAME,ui,any,engine-tekst,,Laad spel,Load game
ui:MENU_NEW_GAME,ui,any,engine-tekst,,Nieuw spel,New game
ui:MENU_QUIT,ui,any,engine-tekst,,Stoppen,Quit
ui:MENU_GAME,ui,any,engine-tekst,,Spel,Game
ui:MENU_HELP,ui,any,engine-tekst,,Help,Help
ui:MENU_LANGUAGE,ui,any,engine-tekst,,Taal,Language
ui:LANGUAGE_NAME,ui,any,engine-tekst,,Nederlands,English
ui:HELP_CLOSE,ui,any,engine-tekst,,Sluiten,Close
ui:BUG_HEADER,ui,any,engine-tekst,,"Dracula Buglijst 
Dit bestand wordt gevuld indien je tijdens het spelen een bug
vindt en dan BUG intikt. 
*******************************************************************************
","Dracula Bug list 
This file is filled if, while playing, you find a bug
and then type BUG. 
*******************************************************************************"
ui:HELP_WARNING_TITLE,ui,any,engine-tekst,,Commando's tonen?,Show commands?
ui:HELP_WARNING,ui,any,engine-tekst,,In het originele spel moest je alle commando's zelf ontdekken. Weet je zeker dat je ze nu wilt zien?,In the original game you had to discover all commands yourself. Are you sure you want to see them now?
ui:HELP_TITLE,ui,any,engine-tekst,,Commando's,Commands
ui:HELP_INTRO,ui,any,engine-tekst,,Commando's (met een simpel voorbeeld):,Commands (with a simple example):
ui:HELP_COMMANDS,ui,any,engine-tekst,,"Beweging
  ga <richting> — bijv. 'ga noord' (loop ergens heen)
    kort: n, z, o, w, h (omhoog), l (omlaag), e (eruit)
  klim / kruip / loop — ook manieren om te bewegen (bijv. 'klim omhoog')
  volg <iemand> — bijv. 'volg dracula'
  sta op — bijv. 'sta op' (ga staan)

Kijken en lezen
  kijk — bijv. 'kijk' (bekijk de plaats waar je bent; kort: k)
  bekijk <ding> — bijv. 'bekijk deur' (bekijk iets van dichterbij)
  lees <ding> — bijv. 'lees brief' (lees een tekst)

Voorwerpen
  pak <voorwerp> — bijv. 'pak lamp' (pak iets op)
  leg <voorwerp> — bijv. 'leg lamp' (leg iets neer)
  i — bijv. 'i' (toon wat je bij je draagt)
  toon <voorwerp> — bijv. 'toon kruis' (laat iets zien)
  geef <voorwerp> — bijv. 'geef geld' (geef iets weg)
  gooi <voorwerp> — bijv. 'gooi mes' (gooi iets weg)
  schijn <ding> — bijv. 'schijn lamp' (schijn met de lamp)
  draag <voorwerp> — bijv. 'draag harnas' (trek iets aan; ook: pas)

Dingen gebruiken
  open <ding> — bijv. 'open deur' (maak iets open)
  sluit <ding> — bijv. 'sluit deur' (doe iets dicht)
  duw <ding> — bijv. 'duw knop' (duw of druk ergens tegen)
  trek <ding> — bijv. 'trek hendel' (trek ergens aan)
  til <ding> — bijv. 'til steen' (til iets op)
  graaf — bijv. 'graaf' (graaf in de grond)
  hak <ding> — bijv. 'hak boom' (hak of kap iets)
  snij <ding> — bijv. 'snij touw' (snij iets door)
  breek <ding> — bijv. 'breek raam' (breek iets)
  vul <ding> — bijv. 'vul kruik' (vul iets)
  blaas <ding> — bijv. 'blaas hoorn' (blaas ergens op)
  spring — bijv. 'spring' (spring omhoog of vooruit)
  knoop <ding> — bijv. 'knoop touw' (knoop of hang iets vast)

Praten en overige
  zeg <woord> — bijv. 'zeg sesam' (zeg een woord hardop)
  gil — bijv. 'gil' (schreeuw of roep)
  eet <ding> — bijv. 'eet brood' (eet iets op)
  drink <ding> — bijv. 'drink water' (drink iets)
  koop <ding> — bijv. 'koop kaart' (koop iets)
  wacht — bijv. 'wacht' (wacht een moment)
  vraag <iemand> — bijv. 'vraag waard'
  luister — bijv. 'luister'
  slaap — bijv. 'slaap' (ga slapen)

Vechten
  sla <iets> — bijv. 'sla wolf' (sla ergens op)
  dood <iemand> — bijv. 'dood dracula' (probeer iemand te doden)

Het spel
  bewaar spel — bijv. 'bewaar spel' (sla je spel op)
  laad spel — bijv. 'laad spel' (laad een opgeslagen spel)
  stop — bijv. 'stop' (stop met spelen)

Tip: geef meerdere commando's achter elkaar, gescheiden door een punt '.'
bijvoorbeeld: ga noord . pak lamp . i","Movement
  go <direction> - e.g. 'go north' (walk somewhere)
    short: n, s, e, w, u (up), d (down), o (out)
  climb / crawl / walk - also ways to move (e.g. 'climb up')
  follow <someone> - e.g. 'follow dracula'
  stand up - e.g. 'stand up' (get to your feet)

Looking and reading
  look - e.g. 'look' (look at where you are; short: l)
  examine <thing> - e.g. 'examine door' (look at something more closely)
  read <thing> - e.g. 'read note' (read a text)

Objects
  take <object> - e.g. 'take lamp' (pick something up)
  drop <object> - e.g. 'drop lamp' (put something down)
  i - e.g. 'i' (show what you're carrying)
  show <object> - e.g. 'show cross' (show something)
  give <object> - e.g. 'give money' (give something away)
  throw <object> - e.g. 'throw knife' (throw something away)
  shine <thing> - e.g. 'shine lamp' (shine the lamp)
  wear <object> - e.g. 'wear armour' (put something on; also: try on)

Using things
  open <thing> - e.g. 'open door' (open something)
  close <thing> - e.g. 'close door' (shut something)
  push <thing> - e.g. 'push button' (push or press against something)
  pull <thing> - e.g. 'pull lever' (pull on something)
  lift <thing> - e.g. 'lift stone' (lift something)
  dig - e.g. 'dig' (dig in the ground)
  chop <thing> - e.g. 'chop tree' (chop or hew something)
  cut <thing> - e.g. 'cut rope' (cut something through)
  break <thing> - e.g. 'break window' (break something)
  fill <thing> - e.g. 'fill jug' (fill something)
  blow <thing> - e.g. 'blow horn' (blow on something)
  jump - e.g. 'jump' (jump up or forward)
  tie <thing> - e.g. 'tie rope' (tie or hang something up)

Talking and other
  say <word> - e.g. 'say sesame' (say a word out loud)
  scream - e.g. 'scream' (scream or shout)
  eat <thing> - e.g. 'eat bread' (eat something)
  drink <thing> - e.g. 'drink water' (drink something)
  buy <thing> - e.g. 'buy map' (buy something)
  wait - e.g. 'wait' (wait a moment)
  ask <someone> - e.g. 'ask innkeeper'
  listen - e.g. 'listen'
  sleep - e.g. 'sleep' (go to sleep)

Fighting
  hit <something> - e.g. 'hit wolf' (hit something)
  kill <someone> - e.g. 'kill dracula' (try to kill someone)

The game
  save game - e.g. 'save game' (save your game)
  load game - e.g. 'load game' (load a saved game)
  stop - e.g. 'stop' (stop playing)

Tip: give several commands in a row, separated by a period '.'
for example: go north . take lamp . i"
answer:yes,answer,any,antwoord: yes,,J,Y
answer:no,answer,any,antwoord: no,,N,N
secret:word,secret,31,wachtwoord,,incoronium,incoronium
intro:1,intro,-,titelscherm,,                   D R A C U L A   A V O N T U U R,                 D R A C U L A   A D V E N T U R E
intro:3,intro,-,titelscherm,,       (c) 1982 Incore Automatisering / R.van Woensel produkties,       (c) 1982 Incore Automatisering / R.van Woensel produkties
intro:5,intro,-,titelscherm,,   Gemoderniseerde versie door Gerwout van der Veen.,   Modernised version by Gerwout van der Veen.
intro:6,intro,-,titelscherm,,   Alle originele auteursrechten berusten bij de oorspronkelijke,   All original copyrights remain with the original
intro:7,intro,-,titelscherm,,   auteur en rechthebbenden.,   author and rightsholders.
intro:9,intro,-,titelscherm,,                    Druk een toets om te beginnen,                    Press a key to begin
intro:header,intro,-,serienummer,,Serienummer:A000002-MSD op MS-DOS.,Serial number:A000002-MSD on MS-DOS.
